Order_ID,Customer_ID,Order_Amount,Order_Date,Order_Status,Product,Payment_Method,Quantity
CUST-GFCXCS,CUST-IXUGVN,61,2026-03-09,Cancelled,Mobile Unlimited,Direct Debit,3
CUST-NUAZQK,CUST-JNUKMM,143,2026-03-10,Pending,Fiber 1 Gbps,PayPal,4
CUST-OIYKZS,CUST-KQJJQD,55,2026-03-11,Completed,VoIP Service,PayPal,4
CUST-CTTZAH,CUST-JTIFFT,43,2026-03-12,Cancelled,Fiber 1 Gbps,Direct Debit,1
CUST-KBNTKN,CUST-HLJBYT,117,2026-03-13,Cancelled,TV + Internet Bundle,PayPal,3
CUST-KRKBJO,CUST-USJIBJ,54,2026-03-14,Pending,VoIP Service,Credit Card,4
CUST-WUHRMD,CUST-PLXEDI,53,2026-03-15,Completed,VoIP Service,Credit Card,3
CUST-QSSOJT,CUST-JRAPDA,27,2026-03-16,Cancelled,VoIP Service,Direct Debit,4
CUST-PXVDBT,CUST-XMKBTE,65,2026-03-17,Pending,VoIP Service,PayPal,2
CUST-JTXRHX,CUST-YFARJC,51,2026-03-18,Cancelled,Fiber 1 Gbps,Credit Card,2
CUST-IWCRSI,CUST-PDBGOS,144,2026-03-19,Completed,TV + Internet Bundle,Direct Debit,1
CUST-NOYVDP,CUST-FUCXZL,142,2026-03-20,Cancelled,TV + Internet Bundle,Credit Card,2
CUST-XREWEN,CUST-NPIAKW,22,2026-03-21,Cancelled,VoIP Service,PayPal,3
CUST-DCSPSK,CUST-LRQNCG,98,2026-03-22,Completed,TV + Internet Bundle,PayPal,2
CUST-SIXMBE,CUST-VZVPBN,40,2026-03-23,Completed,Mobile Unlimited,Credit Card,4
CUST-RVGYPG,CUST-THKGFA,142,2026-03-24,Cancelled,TV + Internet Bundle,Credit Card,1
CUST-BRWCRN,CUST-RDLGMG,71,2026-03-25,Completed,Mobile Unlimited,PayPal,4
CUST-RLCXER,CUST-ISBIX0,50,2026-03-26,Completed,TV + Internet Bundle,Credit Card,4
CUST-0WSHQG,CUST-MDJJFP,95,2026-03-27,Pending,VoIP Service,Credit Card,4
CUST-FBSCIV,CUST-YQQUYZ,42,2026-03-28,Cancelled,TV + Internet Bundle,Credit Card,3
CUST-AGKCYK,CUST-CJGEMY,133,2026-03-29,Pending,Mobile Unlimited,Credit Card,2
CUST-MOWZEQ,CUST-XWKZAX,73,2026-03-30,Completed,VoIP Service,Credit Card,2
CUST-HUQBRZ,CUST-WMUPCF,97,2026-03-31,Completed,TV + Internet Bundle,PayPal,2
CUST-KHDJBB,CUST-VMJJZX,106,2026-04-01,Pending,Fiber 500 Mbps,Credit Card,1
CUST-ECYGQO,CUST-UGNXRG,87,2026-04-02,Pending,Mobile Unlimited,PayPal,1
CUST-BIHPUQ,CUST-SRCUIL,94,2026-04-03,Pending,Fiber 1 Gbps,PayPal,4
CUST-SZUIBB,CUST-DINJBI,48,2026-04-04,Pending,Fiber 500 Mbps,Direct Debit,3
CUST-GJTSNX,CUST-KDYFRH,34,2026-04-05,Pending,TV + Internet Bundle,Credit Card,1
CUST-BJBKHU,CUST-YFFCIN,95,2026-04-06,Completed,Fiber 1 Gbps,Direct Debit,1
CUST-GLFGTE,CUST-TYKDYX,48,2026-04-07,Pending,Fiber 500 Mbps,Credit Card,2
CUST-VTTUPE,CUST-ZAZFRJ,41,2026-04-08,Cancelled,Fiber 500 Mbps,Direct Debit,2
CUST-FZEBAJ,CUST-ZRGZTN,118,2026-04-09,Cancelled,Fiber 1 Gbps,PayPal,1
CUST-PTOSKR,CUST-DCBCIF,127,2026-04-10,Pending,Fiber 500 Mbps,Credit Card,4
CUST-ZUKUVH,CUST-WPIIDZ,106,2026-04-11,Completed,Fiber 500 Mbps,PayPal,4
CUST-CNEAGW,CUST-0PS0NU,29,2026-04-12,Completed,Fiber 500 Mbps,PayPal,1
CUST-WVURXP,CUST-VXSLVB,25,2026-04-13,Cancelled,Fiber 1 Gbps,Direct Debit,4
CUST-AFHTPM,CUST-STSIWM,64,2026-04-14,Cancelled,TV + Internet Bundle,Credit Card,3
CUST-KIBBIQ,CUST-ULONWZ,127,2026-04-15,Cancelled,Fiber 500 Mbps,Direct Debit,4
CUST-NMHETQ,CUST-LFYSRB,50,2026-04-16,Pending,Fiber 1 Gbps,Credit Card,2
CUST-AKVDFL,CUST-WRUGMI,41,2026-04-17,Completed,Mobile Unlimited,Direct Debit,2
CUST-AINPUE,CUST-YIOQIB,48,2026-04-18,Pending,Fiber 500 Mbps,Credit Card,3
CUST-ENEVMR,CUST-VQNKAP,117,2026-04-19,Completed,Fiber 1 Gbps,Credit Card,2
CUST-GYMQET,CUST-OFBBCO,125,2026-04-20,Completed,VoIP Service,PayPal,4
CUST-LTJLSM,CUST-VYLDOZ,95,2026-04-21,Pending,TV + Internet Bundle,PayPal,3
CUST-AJETGB,CUST-JCBFHS,92,2026-04-22,Pending,Mobile Unlimited,PayPal,2
CUST-MXHIRY,CUST-RLQHAT,144,2026-04-23,Cancelled,VoIP Service,Direct Debit,4
CUST-CBQQDJ,CUST-IKOGFN,99,2026-04-24,Completed,Fiber 1 Gbps,PayPal,4
CUST-CQWKFH,CUST-ILWCJJ,136,2026-04-25,Cancelled,VoIP Service,Credit Card,3
CUST-KLTJHD,CUST-CWWMCC,145,2026-04-26,Pending,Fiber 500 Mbps,Credit Card,1
CUST-XQRALD,CUST-WBDMDP,49,2026-04-27,Pending,Fiber 500 Mbps,Credit Card,4
CUST-LAZLAS,CUST-COGGXD,66,2026-04-28,Pending,Fiber 500 Mbps,Direct Debit,4
CUST-DGIUXZ,CUST-XHZIWL,124,2026-04-29,Cancelled,TV + Internet Bundle,Direct Debit,1
CUST-AGKXGX,CUST-GOZBZA,142,2026-04-30,Completed,TV + Internet Bundle,PayPal,1
CUST-NQFQXE,CUST-NPBE0V,115,2026-05-01,Cancelled,Fiber 500 Mbps,PayPal,4
CUST-RHBXPB,CUST-CGMGEH,62,2026-05-02,Pending,Mobile Unlimited,PayPal,1
CUST-BMZDBH,CUST-GOHDBW,125,2026-05-03,Pending,Fiber 1 Gbps,Credit Card,2
CUST-EJAILE,CUST-QXIZDZ,124,2026-05-04,Cancelled,Fiber 1 Gbps,Credit Card,4
CUST-TBTDRL,CUST-WKKHJY,59,2026-05-05,Pending,TV + Internet Bundle,Credit Card,2
CUST-TGKJIA,CUST-FTCNKG,27,2026-05-06,Pending,VoIP Service,Credit Card,4
CUST-UOXVZV,CUST-ZDGWGS,42,2026-05-07,Pending,Fiber 500 Mbps,PayPal,3
CUST-SFQZRD,CUST-WCPNGF,91,2026-05-08,Completed,Fiber 1 Gbps,Direct Debit,1
CUST-RNNYFS,CUST-KTETHC,61,2026-05-09,Cancelled,VoIP Service,Direct Debit,2
CUST-RJZEVS,CUST-WPMJVW,83,2026-05-10,Completed,TV + Internet Bundle,Credit Card,3
CUST-SIBAXY,CUST-HRPIY0,36,2026-05-11,Cancelled,TV + Internet Bundle,Credit Card,4
CUST-WZQFRN,CUST-CTECGK,126,2026-05-12,Completed,TV + Internet Bundle,Credit Card,1
CUST-XORTZQ,CUST-TFEJMN,54,2026-05-13,Pending,TV + Internet Bundle,PayPal,1
CUST-DUROEA,CUST-FUKKFG,147,2026-05-14,Completed,VoIP Service,PayPal,4
CUST-VOXNHX,CUST-VQNKAP,55,2026-05-15,Pending,Fiber 500 Mbps,Direct Debit,3
CUST-EGBXJH,CUST-UUTJQI,68,2026-05-16,Pending,Fiber 500 Mbps,Credit Card,4
CUST-TIMVZM,CUST-NQIVTC,142,2026-05-17,Pending,Fiber 500 Mbps,Direct Debit,2
CUST-SLNGXW,CUST-AOORMS,118,2026-05-18,Pending,Fiber 500 Mbps,Direct Debit,2
CUST-QKIRCK,CUST-IJJTON,106,2026-05-19,Cancelled,TV + Internet Bundle,PayPal,4
CUST-YODMZP,CUST-QXPWZY,137,2026-05-20,Cancelled,VoIP Service,Direct Debit,3
CUST-EENJDN,CUST-EUIHOQ,22,2026-05-21,Completed,TV + Internet Bundle,PayPal,2
CUST-JFCHDD,CUST-NWAOGK,138,2026-05-22,Pending,Fiber 500 Mbps,PayPal,1
CUST-JQCVLU,CUST-YIKVOH,105,2026-05-23,Completed,VoIP Service,Credit Card,2
CUST-SFUPTR,CUST-PIMZWH,138,2026-05-24,Completed,VoIP Service,Direct Debit,4
CUST-AYNXCI,CUST-QRWRCV,75,2026-05-25,Completed,Fiber 1 Gbps,PayPal,2
CUST-SXPVWF,CUST-0QFIEJ,112,2026-05-26,Pending,TV + Internet Bundle,Credit Card,2
CUST-KCSXNZ,CUST-QZAVXJ,48,2026-05-27,Pending,VoIP Service,PayPal,4
CUST-JZQKPT,CUST-VYRHRH,35,2026-05-28,Cancelled,TV + Internet Bundle,Credit Card,4
CUST-VLFBEE,CUST-CAWEZD,119,2026-05-29,Pending,VoIP Service,Credit Card,3
CUST-UAQPZU,CUST-ZSOHLI,144,2026-05-30,Pending,Mobile Unlimited,Direct Debit,2
CUST-ZDNAFI,CUST-ZTTLAD,30,2026-05-31,Cancelled,VoIP Service,Credit Card,1
CUST-KVEJKR,CUST-BCCMTX,43,2026-06-01,Pending,VoIP Service,Direct Debit,4
CUST-AYAHUT,CUST-FTZKRZ,127,2026-06-02,Pending,VoIP Service,Direct Debit,1
CUST-IMPHIZ,CUST-KKKPVV,44,2026-06-03,Completed,Mobile Unlimited,Credit Card,3
CUST-RZJNGR,CUST-ISEQUK,149,2026-06-04,Cancelled,VoIP Service,Credit Card,3
CUST-XFQXFQ,CUST-LGEKUC,109,2026-06-05,Pending,Fiber 500 Mbps,Direct Debit,4
CUST-EFKNHC,CUST-PRKQGZ,53,2026-06-06,Pending,VoIP Service,Direct Debit,3
CUST-NXNOXB,CUST-ORFQMW,61,2026-06-07,Pending,VoIP Service,Direct Debit,3
CUST-ABKUNP,CUST-OHJLIZ,67,2026-06-08,Pending,VoIP Service,PayPal,1
CUST-IGEYAB,CUST-KHJWOK,135,2026-06-09,Completed,TV + Internet Bundle,Direct Debit,1
CUST-FJMMQF,CUST-BJUYFU,78,2026-06-10,Completed,TV + Internet Bundle,Credit Card,1
CUST-AGKVWG,CUST-ZMVXOV,127,2026-06-11,Pending,Mobile Unlimited,PayPal,4
CUST-TSMHFA,CUST-RXDDJM,65,2026-06-12,Pending,Mobile Unlimited,PayPal,3
CUST-QDZZRS,CUST-SCKXVX,130,2026-06-13,Pending,TV + Internet Bundle,PayPal,3
CUST-GIWWOB,CUST-TYKDYX,101,2026-06-14,Cancelled,Fiber 1 Gbps,Direct Debit,3
CUST-NKSLWL,CUST-HKCYXU,68,2026-06-15,Pending,VoIP Service,Direct Debit,4
CUST-TNQFIT,CUST-THSYAW,39,2026-06-16,Cancelled,Fiber 500 Mbps,Credit Card,4
CUST-TTCBQI,CUST-CGHARR,63,2026-06-17,Completed,VoIP Service,PayPal,3
CUST-SOXOEJ,CUST-AMNZYF,77,2026-06-18,Cancelled,Fiber 1 Gbps,Direct Debit,2
CUST-ZMTPNR,CUST-TFEJMN,121,2026-06-19,Completed,Fiber 500 Mbps,Direct Debit,1
CUST-BZTXFB,CUST-FTWPQY,134,2026-06-20,Completed,Mobile Unlimited,Credit Card,4
CUST-GLBPNL,CUST-HRDTDD,116,2026-06-21,Cancelled,Fiber 500 Mbps,Credit Card,3
CUST-QLHMFV,CUST-AVTXAG,73,2026-06-22,Cancelled,Mobile Unlimited,Credit Card,2
CUST-HWHNLW,CUST-ZWSBLO,34,2026-06-23,Pending,Mobile Unlimited,PayPal,2
CUST-HLHAYL,CUST-FYOLMT,133,2026-06-24,Cancelled,Mobile Unlimited,Credit Card,1
CUST-FVQSWJ,CUST-LNBTBO,132,2026-06-25,Pending,VoIP Service,Direct Debit,1
CUST-NZTUSZ,CUST-NQIVTC,63,2026-06-26,Cancelled,TV + Internet Bundle,Credit Card,3
CUST-MCZJSG,CUST-GHPFOA,118,2026-06-27,Cancelled,VoIP Service,Credit Card,1
CUST-KFQEVT,CUST-ZZTIIZ,135,2026-06-28,Cancelled,Mobile Unlimited,PayPal,1
CUST-PJCEPR,CUST-KYHJZN,22,2026-06-29,Completed,Fiber 1 Gbps,PayPal,4
CUST-QRUCBC,CUST-MYHYST,38,2026-06-30,Completed,VoIP Service,Credit Card,4
CUST-PGFFEJ,CUST-EKJSXF,72,2026-07-01,Completed,Fiber 1 Gbps,Direct Debit,3
CUST-TQBUDP,CUST-SZGKTZ,57,2026-07-02,Completed,Mobile Unlimited,Credit Card,4
CUST-ZHHCSO,CUST-XXVULS,142,2026-07-03,Pending,Fiber 1 Gbps,Direct Debit,2
CUST-KDTVBO,CUST-AFFSNF,52,2026-07-04,Pending,Fiber 500 Mbps,Credit Card,3
CUST-VWCDJM,CUST-YFARJC,38,2026-07-05,Cancelled,VoIP Service,Credit Card,2
CUST-QDLOCY,CUST-USLJOR,37,2026-07-06,Pending,TV + Internet Bundle,PayPal,2
CUST-HYAAAF,CUST-LSBRRB,110,2026-07-07,Cancelled,Fiber 1 Gbps,Direct Debit,3
CUST-AUZIJE,CUST-IRRRJG,59,2026-07-08,Cancelled,TV + Internet Bundle,PayPal,2
CUST-WJGAYS,CUST-ITUGIR,120,2026-07-09,Completed,Fiber 1 Gbps,Credit Card,2
CUST-XYPYLM,CUST-VYLDOZ,29,2026-07-10,Pending,Fiber 500 Mbps,Credit Card,2
CUST-MOHUTR,CUST-XDMPUD,111,2026-07-11,Pending,Mobile Unlimited,Direct Debit,4
CUST-TLREBT,CUST-YIKVOH,97,2026-07-12,Cancelled,Fiber 1 Gbps,Direct Debit,1
CUST-WVN0GS,CUST-SXQGJD,107,2026-07-13,Completed,Fiber 1 Gbps,Credit Card,1
CUST-TYYAVT,CUST-CAAFCG,69,2026-07-14,Cancelled,Mobile Unlimited,PayPal,4
CUST-WXQPVK,CUST-OFBBCO,45,2026-07-15,Pending,Fiber 1 Gbps,PayPal,2
CUST-CZAXEG,CUST-UEDNBV,45,2026-07-16,Completed,Mobile Unlimited,PayPal,1
CUST-VSISDQ,CUST-PQVOEO,87,2026-07-17,Completed,Fiber 500 Mbps,Direct Debit,4
CUST-MCJFEK,CUST-YAFHFQ,118,2026-07-18,Completed,Mobile Unlimited,PayPal,2
CUST-LCVXCQ,CUST-KWZYMD,39,2026-07-19,Completed,VoIP Service,PayPal,1
CUST-RJQSXS,CUST-XMKBTE,120,2026-07-20,Pending,Fiber 1 Gbps,Credit Card,3
CUST-BHBGIG,CUST-JXCAIP,34,2026-07-21,Pending,Fiber 1 Gbps,Direct Debit,2
CUST-JOAWUZ,CUST-ZRGZTN,78,2026-07-22,Pending,Mobile Unlimited,Direct Debit,2
CUST-GUBBTJ,CUST-WWRAUT,54,2026-07-23,Completed,TV + Internet Bundle,Credit Card,2
CUST-MMUURU,CUST-SMZOXR,53,2026-07-24,Completed,Mobile Unlimited,PayPal,3
CUST-KNNBXS,CUST-USJIBJ,78,2026-07-25,Completed,TV + Internet Bundle,Credit Card,3
CUST-FUIJYO,CUST-KHJWOK,102,2026-07-26,Cancelled,Mobile Unlimited,Direct Debit,4
CUST-EGUE0K,CUST-FXVKSO,88,2026-07-27,Completed,Fiber 1 Gbps,PayPal,1
CUST-FIUNWG,CUST-JJVZUL,52,2026-07-28,Completed,Fiber 500 Mbps,Direct Debit,2
CUST-RYQRPR,CUST-OCTWMB,135,2026-07-29,Completed,TV + Internet Bundle,Direct Debit,3
CUST-ZVNTZI,CUST-XOODPV,142,2026-07-30,Completed,Mobile Unlimited,Direct Debit,3
CUST-FKTDMU,CUST-CRSLQM,89,2026-07-31,Cancelled,VoIP Service,Direct Debit,2
CUST-GVEEIN,CUST-LSBRRB,53,2026-08-01,Cancelled,VoIP Service,Credit Card,2
CUST-HWNFTV,CUST-ISBIX0,48,2026-08-02,Cancelled,Fiber 1 Gbps,Direct Debit,2
CUST-VIXYNY,CUST-EBQWDR,65,2026-08-03,Cancelled,VoIP Service,Direct Debit,1
CUST-QDLRLX,CUST-VYAAJB,92,2026-08-04,Cancelled,Fiber 1 Gbps,Credit Card,4
CUST-AOMYKN,CUST-QCTBWO,79,2026-08-05,Cancelled,TV + Internet Bundle,PayPal,1
CUST-ZVCXXY,CUST-WWMUHA,139,2026-08-06,Pending,Mobile Unlimited,PayPal,3
CUST-LFLUHS,CUST-WTEGFQ,51,2026-08-07,Completed,VoIP Service,Direct Debit,1
CUST-SDMVPB,CUST-MBGHKK,62,2026-08-08,Cancelled,Mobile Unlimited,Direct Debit,1
CUST-FQHJAT,CUST-BBICOG,118,2026-08-09,Completed,VoIP Service,Direct Debit,4
CUST-HJAOCP,CUST-YKWDPO,99,2026-08-10,Pending,Mobile Unlimited,Direct Debit,3
CUST-IMOSNZ,CUST-NEIVBH,24,2026-08-11,Cancelled,VoIP Service,PayPal,1
CUST-ZSFQHA,CUST-LUXHPK,138,2026-08-12,Completed,VoIP Service,Direct Debit,4
CUST-GDRNDK,CUST-TUQHIJ,89,2026-08-13,Completed,Fiber 1 Gbps,Credit Card,2
CUST-THVCUK,CUST-ERWGBE,120,2026-08-14,Cancelled,Fiber 1 Gbps,PayPal,3
CUST-0QYKVJ,CUST-SATIHH,112,2026-08-15,Completed,Fiber 1 Gbps,PayPal,4
CUST-XRHHCG,CUST-VJVIFS,28,2026-08-16,Completed,VoIP Service,Credit Card,1
CUST-KDUYTT,CUST-KYHJZN,41,2026-08-17,Completed,Mobile Unlimited,Direct Debit,4
CUST-KJPHVB,CUST-JGCRVX,112,2026-08-18,Cancelled,Mobile Unlimited,Direct Debit,1
CUST-LSBFHV,CUST-LTDW0G,136,2026-08-19,Cancelled,Fiber 500 Mbps,Direct Debit,4
CUST-RIKTNE,CUST-LKUZJT,143,2026-08-20,Pending,Fiber 1 Gbps,PayPal,3
CUST-OQSJHZ,CUST-AQOPNN,80,2026-08-21,Cancelled,Mobile Unlimited,PayPal,4
CUST-HXCHBZ,CUST-RDXCCI,57,2026-08-22,Completed,TV + Internet Bundle,Credit Card,3
CUST-VVOHRP,CUST-WAIULK,116,2026-08-23,Pending,VoIP Service,PayPal,2
CUST-PNRHQF,CUST-TTKGFM,79,2026-08-24,Pending,Fiber 500 Mbps,Credit Card,3
CUST-DYCFAS,CUST-JWRVMF,79,2026-08-25,Cancelled,TV + Internet Bundle,Credit Card,4
CUST-SSNABS,CUST-YPMPDM,145,2026-08-26,Completed,Fiber 1 Gbps,PayPal,4
CUST-HAQRBT,CUST-IXUGVN,24,2026-08-27,Pending,Fiber 500 Mbps,PayPal,3
CUST-LPGXXN,CUST-YDPRKI,38,2026-08-28,Completed,VoIP Service,Direct Debit,1
CUST-XKDSDS,CUST-YZVAVE,110,2026-08-29,Pending,Fiber 500 Mbps,Credit Card,2
CUST-ANXOGY,CUST-ICILUO,90,2026-08-30,Completed,TV + Internet Bundle,Credit Card,2
CUST-MVDRII,CUST-YPD0A0,54,2026-08-31,Completed,Mobile Unlimited,Credit Card,1
CUST-QPXZTZ,CUST-NRBIXS,87,2026-09-01,Pending,TV + Internet Bundle,Direct Debit,3
CUST-USQVNM,CUST-UUTJQI,124,2026-09-02,Cancelled,Mobile Unlimited,Credit Card,4
CUST-JMPIBR,CUST-VDOXYT,37,2026-09-03,Completed,VoIP Service,Credit Card,2
CUST-BQAAUG,CUST-BSWULD,141,2026-09-04,Pending,Fiber 500 Mbps,Credit Card,3
CUST-LUQODW,CUST-ZFTDSM,82,2026-09-05,Completed,VoIP Service,Credit Card,1
CUST-FJNYWS,CUST-YUBLAQ,43,2026-09-06,Cancelled,VoIP Service,PayPal,2
CUST-JD0CFK,CUST-JWRVMF,84,2026-09-07,Cancelled,Mobile Unlimited,Credit Card,4
CUST-EWPEVQ,CUST-MPGQMJ,103,2026-09-08,Pending,VoIP Service,PayPal,2
CUST-JBKFNH,CUST-ZZQTAV,73,2026-09-09,Pending,Fiber 500 Mbps,PayPal,4
CUST-ABRKSS,CUST-VMJJZX,141,2026-09-10,Completed,Fiber 1 Gbps,Credit Card,4
CUST-IUMWJG,CUST-AFQHWQ,66,2026-09-11,Pending,Fiber 500 Mbps,Credit Card,1
CUST-WWYBMC,CUST-DCBCIF,112,2026-09-12,Pending,VoIP Service,Credit Card,2
CUST-LSMUXS,CUST-GSMMUO,65,2026-09-13,Pending,TV + Internet Bundle,Credit Card,4
CUST-XDYVFU,CUST-SGSTOO,131,2026-09-14,Cancelled,Mobile Unlimited,Credit Card,1
CUST-QSFRUS,CUST-HTXTFQ,122,2026-09-15,Pending,TV + Internet Bundle,Direct Debit,1
CUST-ZGQWFU,CUST-SDHFZM,140,2026-09-16,Cancelled,Fiber 1 Gbps,Direct Debit,2
CUST-GSIEYV,CUST-KJTULL,100,2026-09-17,Cancelled,Fiber 500 Mbps,Credit Card,2
CUST-GTMEGI,CUST-WPPPZN,144,2026-09-18,Completed,VoIP Service,Direct Debit,1
CUST-LQSAJG,CUST-EPADZG,129,2026-09-19,Completed,VoIP Service,Credit Card,3
CUST-ZD0LZA,CUST-XTTGXN,45,2026-09-20,Completed,VoIP Service,Credit Card,2
CUST-RDBNPU,CUST-FRAXZS,111,2026-09-21,Pending,Mobile Unlimited,PayPal,1
CUST-PWKDCJ,CUST-XYWSFR,131,2026-09-22,Completed,Fiber 1 Gbps,Direct Debit,3
CUST-VMMOHT,CUST-JEEFWV,43,2026-09-23,Completed,VoIP Service,PayPal,4
CUST-DNTGDN,CUST-GOAGQW,99,2026-09-24,Completed,VoIP Service,Direct Debit,4
CUST-OHRQXR,CUST-JJVZUL,53,2026-09-25,Cancelled,Mobile Unlimited,PayPal,3
CUST-POOPSC,CUST-KLQSAJ,126,2026-09-26,Pending,VoIP Service,Credit Card,3
